timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1781303321937,6,BorrowBookRequest,422,Unprocessable Entity,Thread Group 1-17,text,false,,327,219,1,1,http://localhost:5133/api/loans,6,0,0
1781303321943,5,BorrowBookRequest,404,Not Found,Thread Group 1-17,text,false,,290,220,1,1,http://localhost:5133/api/loans,5,0,0
1781303321948,6,BorrowBookRequest,404,Not Found,Thread Group 1-17,text,false,,290,219,1,1,http://localhost:5133/api/loans,6,0,0
1781303321954,6,BorrowBookRequest,422,Unprocessable Entity,Thread Group 1-17,text,false,,327,219,1,1,http://localhost:5133/api/loans,6,0,0
1781303321960,5,BorrowBookRequest,404,Not Found,Thread Group 1-17,text,false,,290,219,1,1,http://localhost:5133/api/loans,5,0,0
1781303321965,5,BorrowBookRequest,404,Not Found,Thread Group 1-17,text,false,,290,219,1,1,http://localhost:5133/api/loans,5,0,0
1781303321971,4,BorrowBookRequest,404,Not Found,Thread Group 1-17,text,false,,290,219,1,1,http://localhost:5133/api/loans,4,0,0
1781303321975,4,BorrowBookRequest,404,Not Found,Thread Group 1-17,text,false,,290,219,1,1,http://localhost:5133/api/loans,4,0,0
1781303322171,6,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,219,1,1,http://localhost:5133/api/loans,6,0,1
1781303322178,9,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,219,1,1,http://localhost:5133/api/loans,9,0,0
1781303322188,4,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,289,220,1,1,http://localhost:5133/api/loans,4,0,0
1781303322193,4,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,219,1,1,http://localhost:5133/api/loans,4,0,0
1781303322197,6,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,220,1,1,http://localhost:5133/api/loans,6,0,0
1781303322204,4,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,219,1,1,http://localhost:5133/api/loans,4,0,0
1781303322208,4,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,220,1,1,http://localhost:5133/api/loans,4,0,0
